0,1
Trim7,13.64193084
Prdm1,10.20460391
Obox6,2.017823084
Tsnax,1.750772122
POTENTIALLY_ACTIVE_562,1.636768567
Gm33749,1.581208365
Igsf9,1.12428283
5730409E04Rik,1.065567361
POTENTIALLY_ACTIVE_308,1.051961934
Gm33778,1.028232082
Arhgap39,1.013372582
Ssx9,0.748401796
Lctl,0.68667351
Arhgef17,0.683008207
Tnrc18,0.615777672
Ifitm3,0.485279106
Nlrp9a,0.417700554
Urad,0.417336057
Gm30303,0.307476811
Serbp1,0.289276252
Rgs5,0.259031464
Mroh3,0.150213077
Tfpi,0.146761424
Lce3a,0.111196811
Gm41102,0.075603278
Glb1l3,0.0488492
Tbx19,0.038207721
Rab23,0.028902096
Lin7b,0.004878415
Mrps35,-0.006652189
POTENTIALLY_ACTIVE_592,-0.042289431
Pard3b,-0.10958012
Ifitm2,-0.113927226
Ghr,-0.145838601
Pld6,-0.161826393
Spink11,-0.173045094
Ccdc51,-0.20116244
Amigo3,-0.23069992
Gm16589,-0.242480224
Lce1c,-0.244125082
Ube2h,-0.250008299
Tec,-0.260038205
Ccne1,-0.264538092
Sycp2l,-0.270546831
POTENTIALLY_ACTIVE_194,-0.290663152
Katna1,-0.328875114
Npdc1,-0.333531947
Irf2bp2,-0.344016312
Slc36a2,-0.37943694
Tmem150b,-0.385726302
Pmaip1,-0.435573858
LOC105244677,-0.450489127
Cdkn1a,-0.46700096
Mbtps1,-0.482209467
Aldh6a1,-0.49199983
POTENTIALLY_ACTIVE_1,-0.509064984
Sox12,-0.519136657
Hck,-0.52988487
Tsr1,-0.531990689
Gm39445,-0.532559638
Abca5,-0.532559638
Man2a1,-0.538352481
Fzd6,-0.561678151
Gm26704,-0.561678151
Mlkl,-0.583809777
Dnajc2,-0.588737777
Fam122a,-0.626454697
Tmem97,-0.648623262
2610002M06Rik,-0.672117845
BC017158,-0.674534124
Fut11,-0.681215632
Olfr444,-0.700302953
Ifnb1,-0.706339836
Acsl6,-0.720003793
Lcorl,-0.726196156
ONE_NON-GENE_SITE_32,-0.76000121
Adora2a,-0.76007191
Ripk1,-0.777537275
Gm6180,-0.777669258
Gm5597,-0.777669258
Rnf215,-0.800558155
Eif2ak2,-0.808723019
Mir5133,-0.813323264
Glce,-0.813323264
Nxpe4,-0.815886813
Loxhd1,-0.816095362
Cd2,-0.816823531
LOC108169174,-0.86977629
Atf7ip,-0.86977629
Mia,-0.888647017
Lpar6,-0.916705827
Tal1,-0.930990286
Siglece,-0.954457926
ONE_NON-GENE_SITE_204,-0.962666191
Pirb,-0.962824488
Cd72,-0.967659544
Gm38737,-0.974702244
Usp42,-0.974702244
Slc25a18,-0.989100108
Gm8914,-1.000625129
Gm5071,-1.000625129
Olfr1277,-1.002245438
Kif18a,-1.013017428
Snrnp35,-1.02239375
Kif16b,-1.024512478
Olfr68,-1.02633738
Slc25a26,-1.039388253
Saa4,-1.040928108
Plscr1,-1.046678068
Olfr1362,-1.049898114
Rab2a,-1.052046666
Spast,-1.068983737
Ccdc153,-1.074174031
Sfrp5,-1.074906033
Gm9564,-1.087371649
Timd4,-1.089458543
Trim63,-1.099663159
Rab21,-1.10001101
Dusp6,-1.148292362
Abcd1,-1.149046857
Peak1,-1.154956323
Ralgapa1,-1.160339485
Zfp326,-1.169490511
Gm10013,-1.171155354
Setd4,-1.173519327
C330021F23Rik,-1.184927766
Pfdn1,-1.191081606
Gm36210,-1.195603123
Psmd1,-1.212013107
Foxa3,-1.233845712
Gm29758,-1.234671311
POTENTIALLY_ACTIVE_152,-1.250704942
Sirt1,-1.26402073
Irf9,-1.26504192
Reps2,-1.267905667
Olfr290,-1.272045144
Ube2k,-1.273210732
Abca16,-1.30730851
Pcbp3,-1.318136145
Gm35664,-1.318136145
LOC108168794,-1.331254907
Gm34215,-1.331254907
Amy1,-1.333329635
Olfr525,-1.336184892
Lrrn1,-1.339569206
Olfr611,-1.342913203
Ftl1,-1.34936706
Gm33700,-1.362685174
Fam187a,-1.37327153
Glrp1,-1.37620983
Adra1d,-1.376223793
Timm50,-1.402550889
Serpinb12,-1.407952545
Zfp36,-1.415024944
Olfr551,-1.435700062
Gpc3,-1.437116003
Radil,-1.444497171
Frmd4a,-1.444870477
Gm4073,-1.446152778
Rnf122,-1.462120677
Ptpmt1,-1.463367552
Trim23,-1.464374749
Vmn1r86,-1.467091591
Cyp2b28-ps,-1.47966854
Tmem132a,-1.491709856
ONE_NON-GENE_SITE_465,-1.492940813
Vmn2r84,-1.497182961
Ube2u,-1.498011525
Actl7a,-1.504846411
Gm28523,-1.524266805
Pde3a,-1.524266805
Gpr20,-1.536167226
Kiss1r,-1.537809694
Hif3a,-1.566023955
Slc25a5,-1.569352494
Col6a6,-1.570667727
Esp15,-1.575717418
Ulk3,-1.586360417
Gabrq,-1.586485371
Clec4e,-1.590824308
Plekhh1,-1.59302174
Arf2,-1.600402173
Rsad2,-1.609669125
Gm34726,-1.616378099
Trim35,-1.625931707
Grin2b,-1.627911173
POTENTIALLY_ACTIVE_514,-1.635034622
POTENTIALLY_ACTIVE_371,-1.636024271
Gm34478,-1.653162522
POTENTIALLY_ACTIVE_147,-1.655238542
Dusp13,-1.656437373
Gm12018,-1.66568436
Gm38923,-1.66568436
4933425B07Rik,-1.66568436
Yme1l1,-1.671929517
Rab20,-1.673480252
Mtdh,-1.673630925
LOC102640586,-1.681796624
Ccne2,-1.687643203
Dkk1,-1.690413476
1700001C19Rik,-1.692316645
Casr,-1.695348623
Lmbr1,-1.696877461
Sox10,-1.703482567
Fjx1,-1.708093085
Arid1b,-1.713816248
LOC108169096,-1.738800333
Fam98b,-1.74803291
Pold1,-1.753490142
Gm36789,-1.760364314
Fbxw24,-1.770519727
Gm4559,-1.7949718
Gm15448,-1.800463478
Mrc2,-1.801946591
MULTIPLE_NON-GENE_SITES_104,-1.808965938
Zfp523,-1.81371473
Gsdmd,-1.81904228
Erich3,-1.819532719
Gm20389,-1.819532719
Laptm5,-1.823723592
Cacng2,-1.826000304
Kctd18,-1.833682101
Serpina7,-1.834062031
Vldlr,-1.836742368
Pilrb2,-1.848616384
Pilra,-1.848616384
Mms19,-1.852032664
Rnf223,-1.863476335
Mob3b,-1.864606857
Slc33a1,-1.869604448
Tex14,-1.883052415
Dars,-1.887599931
POTENTIALLY_ACTIVE_248,-1.892729988
Kif18b,-1.893843691
Stag3,-1.895878572
POTENTIALLY_ACTIVE_233,-1.904143936
Ikbkb,-1.907865203
Cyp3a44,-1.910936862
Trib1,-1.919652218
Arhgdib,-1.926435089
LOC105245737,-1.928760684
Agl,-1.931699068
Gm3103,-1.933830236
Serpina1b,-1.934017189
Dad1,-1.947285561
Papd7,-1.953120502
Fosl1,-1.953644805
Rhox12,-1.956424755
Ift122,-1.959334201
Mbd4,-1.959334201
Zscan2,-1.962501579
Mrpl16,-1.96278117
2310011J03Rik,-1.966545894
Mturn,-1.967633987
Necap2,-1.97095873
Slc22a1,-1.972929701
Gm2814,-1.975300571
G3bp1,-1.975747925
Gprc5d,-1.976342354
Nfix,-1.984655682
Pilrb1,-1.991990426
Gm36380,-2.000113813
LOC108168888,-2.000113813
Gm34372,-2.000113813
LOC105244251,-2.000113813
LOC108168977,-2.000113813
Gm30442,-2.000113813
Gm33704,-2.000113813
Galntl5,-2.000371131
Gabrg3,-2.002085125
Endou,-2.002954849
Gja1,-2.006218528
POTENTIALLY_ACTIVE_401,-2.009603768
Defb25,-2.011264484
Tex30,-2.011796516
Arap3,-2.013259367
Slc40a1,-2.013346069
B430306N03Rik,-2.01474363
Wap,-2.016345317
Adgrl1,-2.018988439
Gm26721,-2.018988439
Cited1,-2.023149442
Cul4a,-2.023310281
Mfsd2b,-2.026792752
Ube2i,-2.031088185
Supt5,-2.035952893
Fosb,-2.037016831
Qsox2,-2.037388749
NO_SITE_142,-2.04313782
Exoc2,-2.046034781
Nxf7,-2.046519285
Wdr70,-2.059126906
Serpinb8,-2.065730147
Setx,-2.06710795
Gm20871,-2.075282011
Ccnk,-2.075947318
Uggt1,-2.080353351
Pafah1b2,-2.080384972
LOC108168741,-2.093471954
Gm39581,-2.093471954
Gm12856,-2.093471954
Gm32848,-2.093471954
Gm4224,-2.093471954
Gm41644,-2.093471954
Gm31227,-2.093471954
Gm7189,-2.093471954
Rnu7-ps2,-2.093471954
Gm30634,-2.093471954
Gm18528,-2.093471954
Gm30880,-2.093471954
Gm13296,-2.093471954
Gm8724,-2.093471954
Gm28784,-2.093471954
LOC102638785,-2.093471954
LOC108167877,-2.093471954
Gm31639,-2.093471954
Gm41358,-2.093471954
Gm7329,-2.093471954
C87198,-2.093471954
Gm34965,-2.093471954
LOC105246040,-2.093471954
Gm31590,-2.093471954
Gm36303,-2.093471954
Gm8532,-2.093471954
Gm34369,-2.093471954
Gm8099,-2.093471954
Mettl8,-2.100281666
Dcaf17,-2.100281666
Olfr1107,-2.102563829
Neto2,-2.114276579
LOC108167575,-2.115276323
POTENTIALLY_ACTIVE_46,-2.115849291
Clec12a,-2.12042541
Svs3a,-2.120949284
Tchhl1,-2.123235336
4933421I07Rik,-2.130475795
Pcdha1,-2.136165813
Gm10857,-2.136440417
Gm6150,-2.136440417
Gm38579,-2.136440417
Gm30018,-2.136440417
Olfr505-ps1,-2.136440417
Gm33723,-2.136440417
LOC102632990,-2.136440417
Gm41040,-2.136440417
Itga2b,-2.137865312
Htr4,-2.143705683
Mad2l1bp,-2.145109801
Olfr912,-2.145258067
Cirh1a,-2.14685822
9930012K11Rik,-2.155786533
Zfp296,-2.156665468
Lrrc56,-2.16316318
Hras,-2.16316318
Gng3,-2.167639184
Crygb,-2.170437145
POTENTIALLY_ACTIVE_30,-2.170562697
MULTIPLE_NON-GENE_SITES_93,-2.172384517
Adam28,-2.174618435
Gm35707,-2.17940888
Gm6581,-2.17940888
LOC108168816,-2.17940888
Gm18229,-2.17940888
Gm39979,-2.17940888
Gm6978,-2.17940888
Gm18352,-2.17940888
Gm39308,-2.17940888
LOC102638388,-2.17940888
Gm41787,-2.17940888
Gm4865,-2.17940888
Gm32589,-2.17940888
Gm42292,-2.17940888
Gm29897,-2.17940888
Gm19203,-2.17940888
Gm11793,-2.17940888
Gm34361,-2.17940888
Ifna13,-2.180769863
Xpo1,-2.180867356
Cd207,-2.180907135
Gm31309,-2.185296577
Cyp3a16,-2.18720971
POTENTIALLY_ACTIVE_316,-2.195613735
Cmtr2,-2.199473701
LOC105243101,-2.201560965
ONE_NON-GENE_SITE_457,-2.217900047
Bzw2,-2.21844867
POTENTIALLY_ACTIVE_354,-2.221381469
Fam151a,-2.226197667
Tia1,-2.230923201
Vmn2r65,-2.23609125
Sidt2,-2.23654425
Aqp6,-2.237850116
Mef2c,-2.238638462
Trpm7,-2.244045806
Nkd2,-2.244414363
Plin1,-2.244593543
NO_SITE_5,-2.24547495
Cbln3,-2.249428344
Igip,-2.254188467
Plaur,-2.266583406
Olfr145,-2.277413717
NO_SITE_123,-2.279557102
Zfp324,-2.281450003
Mki67,-2.288279115
Ripk3,-2.290458261
Vmn1r-ps74,-2.292960151
MULTIPLE_NON-GENE_SITES_7,-2.293073459
POTENTIALLY_ACTIVE_10,-2.295116263
Kat8,-2.29701021
Olfr535,-2.297379856
Gm14092,-2.298560346
POTENTIALLY_ACTIVE_309,-2.309234911
MULTIPLE_NON-GENE_SITES_94,-2.311597508
Rhoc,-2.311856179
Foxa1,-2.312041193
Cyp2b13,-2.313360913
Uhrf1bp1,-2.315217295
Serpinb9e,-2.31766349
Serpinb9f,-2.31766349
POTENTIALLY_ACTIVE_23,-2.317834035
Hid1,-2.320728243
Olfr1217,-2.322540122
Tmem255a,-2.323976992
Sp140,-2.324638211
