0	1
Prdm1	11.82376899
Trim7	11.58365641
Scgb2b9-ps	2.767533318
Scgb2b16-ps	2.767533318
Scgb2b14-ps	2.767533318
Gm4073	2.59928615
Vldlr	2.086831636
Mroh3	1.839982513
Ighv10-4	1.668385821
Olfr758-ps1	1.668385821
Gm18969	1.668385821
Gm40679	1.668385821
LOC108167503	1.668385821
Utp14b-ps1	1.668385821
Gm15453	1.668385821
Gm31392	1.668385821
Gm32563	1.668385821
Gm18421	1.668385821
Gm38822	1.668385821
Gm39518	1.668385821
Gm11888	1.668385821
Gm33219	1.668385821
Gm15193	1.668385821
Gm7821	1.668385821
Gm13226	1.668385821
LOC108168763	1.668385821
Gm9633	1.668385821
Gm9634	1.668385821
Ap3s1-ps2	1.668385821
Gm15383	1.668385821
Gm9247	1.668385821
Ccne1	1.512137045
Arhgap39	1.420882792
Fam122a	1.403436976
Obox6	1.206461476
Urad	1.154087706
Lce3a	0.88122212
Pld6	0.819454829
Rab23	0.786363004
Rgs5	0.749247993
Tmem150b	0.742793829
POTENTIALLY_ACTIVE_319	0.740882072
Ctsc	0.728640527
Eif4ebp2	0.65635639
5730409E04Rik	0.645312311
Fgd3	0.583036853
Tfpi	0.529009912
LOC105244677	0.504815429
Racgap1	0.497725135
Rab2a	0.375793345
Lce1c	0.373179005
Ssx9	0.345402211
Galntl5	0.331853793
Tle3	0.305421859
Gabrg3	0.290259416
Zfp280b	0.287353486
Gprc5d	0.246710712
POTENTIALLY_ACTIVE_338	0.235646005
Olfr444	0.232052528
Defb25	0.175173454
Tbx19	0.158193842
Sox12	0.154551313
Arfrp1	0.124772817
Dsc1	0.118740178
Rab20	0.118266919
Ube2h	0.08334849
Acap2	0.065509374
Gpr20	0.052183375
Mob3b	0.014318602
Slc25a18	-0.02840376
Serbp1	-0.046536834
Eif2s3y	-0.050622767
Sirt1	-0.059815075
Arf2	-0.074467886
Snrnp35	-0.077017679
Bcl2l2	-0.083540091
Gpr82	-0.086148855
Gsta2	-0.08944725
Cyb5r1	-0.103313236
Ccdc51	-0.113123063
Calhm1	-0.122094358
Galnt13	-0.166669559
LOC108168757	-0.166669559
ONE_NON-GENE_SITE_204	-0.184093583
POTENTIALLY_ACTIVE_162	-0.232841979
Tnrc18	-0.243747178
Zfp616	-0.284378396
Acsl6	-0.321045207
Bod1l	-0.33391928
Ptpmt1	-0.339898214
Lipc	-0.36274103
Fzd6	-0.400480218
Gm26704	-0.400480218
Mir5133	-0.403128857
Glce	-0.403128857
Pmaip1	-0.435573858
Vmn2r90	-0.4413238
Itk	-0.456739814
Cdkn1a	-0.46700096
Slc4a1	-0.486541305
8430431K14Rik	-0.499112681
POTENTIALLY_ACTIVE_1	-0.509064984
Itga2b	-0.509954518
Rnf32	-0.512047027
Lgals1-ps1	-0.52654698
ONE_NON-GENE_SITE_115	-0.539034437
Krt80	-0.544785727
Scgb2b4-ps	-0.549760269
Gm39445	-0.580063211
Abca5	-0.580063211
Mlkl	-0.583809777
Olfr1362	-0.621017075
Necab2	-0.621034663
Pcbp4	-0.669893861
Ltbp4	-0.67987374
Zfp446	-0.684373535
Cmtr1	-0.685943419
Ifnb1	-0.706339836
Igfn1	-0.712208411
Ube2u	-0.740184239
Irf2bp2	-0.768909316
Nfxl1	-0.77712847
Ripk1	-0.777537275
Ctps2	-0.778291546
Olfr183	-0.808537858
Eif2ak2	-0.808723019
Gm34249	-0.834990366
Gm20304	-0.834990366
Slc25a26	-0.863350819
Pold1	-0.886273076
Tdrp	-0.89014189
Ifitm1	-0.919630673
Clec10a	-0.919899544
Sil1	-0.927014314
Rpl41	-0.938050804
Siglece	-0.954457926
Abca16	-0.956468529
Pirb	-0.962824488
Olfr690	-0.963066352
Gm41102	-0.963211468
Cdca7	-0.964925588
Usp18	-0.970430511
Adgrf4	-0.976444033
Olfr618	-0.984382709
LOC108169174	-0.986592602
Atf7ip	-0.986592602
ONE_NON-GENE_SITE_176	-0.996941689
Sema6c	-1.002179575
Gm33700	-1.011212208
Kif18a	-1.013017428
Gm10785	-1.019144235
Donson	-1.019144235
Pkp1	-1.047810222
Caprin2	-1.05780789
Hmga1-rs1	-1.058721543
Ikbkb	-1.085845601
Timd4	-1.089458543
Gatsl2	-1.095519091
Trim63	-1.099663159
Ppp3cb	-1.114223175
1810046K07Rik	-1.12168903
Gm33778	-1.124793037
Tshz2	-1.127971772
Rapgef2	-1.132458132
Fosb	-1.150130089
Etv3	-1.155258727
Kctd4	-1.164340701
Mtdh	-1.174361169
ONE_NON-GENE_SITE_265	-1.178495048
Gm35487	-1.18711706
Gm35953	-1.18711706
Gm16589	-1.187334322
Vmn1r-ps74	-1.217767295
Gm21149	-1.220283715
Cul7	-1.231159035
Gm21052	-1.233584144
Foxa3	-1.233845712
Tsnax	-1.237616283
POTENTIALLY_ACTIVE_152	-1.250704942
MULTIPLE_NON-GENE_SITES_92	-1.257261167
Vars2	-1.265993983
2610002M06Rik	-1.273278793
Cldn11	-1.277710237
Mbtps1	-1.285239596
POTENTIALLY_ACTIVE_495	-1.29479116
Fxyd7	-1.310773781
Cd40	-1.31168591
Fbxw24	-1.316856704
Krt39	-1.325759225
Mvb12a	-1.327108751
LOC108168794	-1.331254907
Gm34215	-1.331254907
POTENTIALLY_ACTIVE_297	-1.332856601
Gpr101	-1.350054463
Gm38737	-1.365888025
Usp42	-1.365888025
Sdhc	-1.365963219
4930557B15Rik	-1.37521543
Lrrc3b	-1.381976502
Gemin4	-1.419428482
H2-Eb1	-1.425681844
Vmn1r124	-1.435597723
Fam222b	-1.444594421
Cyp2b28-ps	-1.446940554
Appl1	-1.459370866
Camp	-1.461259824
Dcstamp	-1.47584174
Zfhx4	-1.47979126
POTENTIALLY_ACTIVE_541	-1.484710387
Ndufb4	-1.485077652
Grwd1	-1.49153227
Pkd1l1	-1.499139428
Olfr283	-1.502534673
Gm32448	-1.505041788
Erich3	-1.508480225
Gm20389	-1.508480225
Ndufs2	-1.510115545
Tec	-1.510539901
Slc12a8	-1.514977123
Cyp2j9	-1.530077747
Olfr905	-1.53101734
Ptgr2	-1.534722908
Vmn1r125	-1.544949109
Gm34768	-1.5621009
Slc25a5	-1.569352494
1110059E24Rik	-1.57465533
Cd72	-1.57904765
Ier2	-1.57965167
Olfr516	-1.580483349
Krtap9-1	-1.58177953
Tas2r125	-1.58722598
Sez6l	-1.595064961
Rsad2	-1.609669125
Sox1	-1.614137681
Gm34726	-1.616378099
Gpr135	-1.621047361
Ccdc57	-1.630602176
LOC105243655	-1.630602176
Zmat3	-1.635617293
Nt5dc2	-1.645841186
POTENTIALLY_ACTIVE_147	-1.655238542
Slc26a3	-1.662472185
Gm12018	-1.66568436
Gm38923	-1.66568436
4933425B07Rik	-1.66568436
Pla2g2c	-1.677576957
